401.1086057	3.7316233660210884e-203
401.4048808	1.0149053312068798e-202
403.6763237	2.0997982824565757e-199
404.6639075	5.690948788430305e-198
405.8490081	2.9369323036122245e-196
407.0341087	1.4896239358281605e-194
408.2192094	7.425623351185694e-193
409.40431	3.6379979698739155e-191
409.9968603	2.5299080690740056e-190
411.1819609	1.2076590573055113e-188
412.3670615	5.665748564446037e-187
413.1571286	7.299355223780289e-186
414.2434708	2.4216408879717733e-184
415.9223634	5.2727381591668355e-182
417.9539644	3.395660169466128e-179
419.5764236	5.731224175577489e-177
421.996004	1.1315075959727102e-173
423.7242757	2.445190536065252e-171
425.0328243	1.3974360102584546e-169
426.5882689	1.666967386150093e-167
427.9511346	1.073401831592206e-165
429.0572285	3.100877951862246e-164
430.2423291	1.1201295901525458e-162
430.8842586	7.761130089250499e-162
431.9212216	1.7508286577526283e-160
433.1063222	6.06508731858142e-159
434.3901812	2.7684451645566937e-157
437.1695244	1.0099487268370087e-153
439.7428857	1.842726164407289e-150
440.8094762	4.043177855330943e-149
441.253889	1.458084505977396e-148
442.4554493	4.6196322966027525e-147
443.1796775	3.676857043514107e-146
444.2660197	8.15661334282838e-145
444.9573284	5.818128551768839e-144
445.3523619	1.783274077259535e-143
446.142429	1.665630735142541e-142
446.7349793	8.85428989597275e-142
447.3275296	4.6864819430806215e-141
447.9200799	2.469780499000205e-140
448.5126302	1.295949153713015e-139
449.1051805	6.770734149871004e-139
449.5989725	2.6765264306427236e-138
450.8828315	9.407807541027079e-137
451.4753818	4.830687901426497e-136
453.5493078	1.4322259946694194e-133
456.0972742	1.450391718496033e-130
459.4748109	1.2355292191752283e-126
461.8026871	5.8231952735801415e-124
463.4251463	4.085081151729935e-122
465.8447267	2.1777015433135214e-119
467.7705152	3.0611261094723024e-117
469.251891	1.33221072522216e-115
472.5109177	4.878579616213357e-112
475.6852943	1.2726865975900452e-108
477.8015454	2.250793299073054e-106
479.3252462	9.031391544238054e-105
481.1028971	6.466702647665095e-103
482.880548	4.453218105700764e-101
484.6581989	2.949360440777357e-99
486.1395747	9.426156439186271e-98
487.0284002	7.437945361244719e-97
488.2135008	1.1508639307723427e-95
489.3986014	1.7501177826776094e-94
489.7936349	4.319255090578477e-94
490.4849436	2.0892675956405602e-93
491.6700442	3.0733303670592364e-92
492.5983731	2.4944989192226633e-91
492.9539032	5.546651369800813e-91
493.7439703	3.2570336433215526e-90
494.4055944	1.4257896273558693e-89
494.965035	4.9479316696802154e-89
495.2447552	9.2040433271198e-89
495.5611246	1.8550070317430237e-88
496.5092051	1.503989644428267e-87
497.1017554	5.531722161438021e-87
498.286856	7.38661634660441e-86
498.6571999	1.6544250260912166e-85
499.9798569	2.9064709531192943e-84
501.1508492	3.610201832076055e-83
